id,bookname_ws,bookyear_i,bookmonth_txt_en_split,author_txt_en_split,subject_txt_en_split,booknumber_i,
3301,UDB-026-1330-31-01-Magh.pdf,1330,Magh,shri vivekananda mukhopadhyay,udbodhan,1,UDB02601
3302,UDB-026-1330-31-01-Magh.pdf,1330,Magh,shri ahibhushan dey chaudhary,vedic adhikari rahoshya,1,UDB02601
3303,UDB-026-1330-31-01-Magh.pdf,1330,Magh,shri debendranath gangopadhay m a,prachiner ahaban,1,UDB02601
3304,UDB-026-1330-31-01-Magh.pdf,1330,Magh,shri sarojkumar sen,bidrohi,1,UDB02601
3305,UDB-026-1330-31-01-Magh.pdf,1330,Magh,shrimad swami ramkrishna nand,gyan o bhakti,1,UDB02601
3306,UDB-026-1330-31-01-Magh.pdf,1330,Magh,shri sureshchandra pal b a,shri vivekananda prashanti,1,UDB02601
3307,UDB-026-1330-31-01-Magh.pdf,1330,Magh,shri jyotiprashad bandopadyay,swami vivekananda,1,UDB02601
3308,UDB-026-1330-31-01-Magh.pdf,1330,Magh,adhyapak doctor vidhibhushan rai msc dsp,prabashir patranksh,1,UDB02601
3309,UDB-026-1330-31-01-Magh.pdf,1330,Magh,purnokam,sadhur diary,1,UDB02601
3310,UDB-026-1330-31-01-Magh.pdf,1330,Magh,,madhukari,1,UDB02601
3311,UDB-026-1330-31-01-Magh.pdf,1330,Magh,swami ashitanand,gaan,1,UDB02601
3312,UDB-026-1330-31-01-Magh.pdf,1330,Magh,,shamalochana o pustak parichay,1,UDB02601
3313,UDB-026-1330-31-01-Magh.pdf,1330,Magh,shri pareshnath sen,songbad o montabya,1,UDB02601
3314,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,swami madhusudananand,shri ramkrishna mahatma,2,UDB02602
3315,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,fitindranath thakur,anjali,2,UDB02602
3316,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,adhyapak shri arunprashad bandopadyay m a,swami vivekanander ismarane,2,UDB02602
3317,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,shri anjitnath sarkar,sonshar,2,UDB02602
3318,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,purnokam,sadhur diary,2,UDB02602
3319,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,shri radharaman sen,barno bibhag,2,UDB02602
3320,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,shri ahibhushan dey chaudhary,baidik adhikari rahasya,2,UDB02602
3321,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,tinu,panchabati,2,UDB02602
3322,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,shri shahaji,shankar o chaitanya,2,UDB02602
3323,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,shri brajendralal goswami,dukher bhitor sukh,2,UDB02602
3324,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,swami chandreshranand,swami premanand,2,UDB02602
3325,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,,madhukari,2,UDB02602
3326,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,,granth parichay,2,UDB02602
3327,UDB-026-1330-31-02-Falgoon.pdf,1330,Falgoon,,sangh barta,2,UDB02602
3328,UDB-026-1330-31-03-Chaitra.pdf,1330,Chaitra,shri gyanendrachandra ghosh kabya ratan darshan shastri,nirbaban,3,UDB02603
3329,UDB-026-1330-31-03-Chaitra.pdf,1330,Chaitra,shri ahibhusan dey chaudhary,baidik adhikari rahasya,3,UDB02603
3330,UDB-026-1330-31-03-Chaitra.pdf,1330,Chaitra,tinu,mahima,3,UDB02603
3331,UDB-026-1330-31-03-Chaitra.pdf,1330,Chaitra,swami chandreshranand,swami premanand,3,UDB02603
3332,UDB-026-1330-31-03-Chaitra.pdf,1330,Chaitra,shri satyabala debi,ishwar,3,UDB02603
3333,UDB-026-1330-31-03-Chaitra.pdf,1330,Chaitra,shri anjitnath sarkar,sonshar,3,UDB02603
3334,UDB-026-1330-31-03-Chaitra.pdf,1330,Chaitra,shri akhyakumar rai,dharmer swaroop,3,UDB02603
3335,UDB-026-1330-31-03-Chaitra.pdf,1330,Chaitra,,madhukari,3,UDB02603
3336,UDB-026-1330-31-03-Chaitra.pdf,1330,Chaitra,swami chandreshranand,baron,3,UDB02603
3337,UDB-026-1330-31-03-Chaitra.pdf,1330,Chaitra,,granth parichay,3,UDB02603
3338,UDB-026-1330-31-04-Boishakh.pdf,1331,Boishakh,brahmachari akhaychaitanya,ishwar prayage ardhakumbh darshane,4,UDB02604
3339,UDB-026-1330-31-04-Boishakh.pdf,1331,Boishakh,adyapak shri madhabdas chakraborty shankyatirtha m a,shankar darshan,4,UDB02604
3340,UDB-026-1330-31-04-Boishakh.pdf,1331,Boishakh,shri akhaykumar rai,dharmer swaroop,4,UDB02604
3341,UDB-026-1330-31-04-Boishakh.pdf,1331,Boishakh,,madhukari,4,UDB02604
3342,UDB-026-1330-31-04-Boishakh.pdf,1331,Boishakh,shri madhusudan majumdar,utsav,4,UDB02604
3343,UDB-026-1330-31-04-Boishakh.pdf,1331,Boishakh,shri anjitnath sarkar,sonshar,4,UDB02604
3344,UDB-026-1330-31-04-Boishakh.pdf,1331,Boishakh,swami chandreshranand,milan o biched,4,UDB02604
3345,UDB-026-1330-31-04-Boishakh.pdf,1331,Boishakh,,granth parichay,4,UDB02604
3346,UDB-026-1330-31-04-Boishakh.pdf,1331,Boishakh,,sangh barta,4,UDB02604
3347,UDB-026-1330-31-05-jaistho.pdf,1331,jaistho,shri tarinishankar singho,shadna o tahar kram,5,UDB02605
3348,UDB-026-1330-31-05-jaistho.pdf,1331,jaistho,shri sureshchandra pal b a,mayer ismriti,5,UDB02605
3349,UDB-026-1330-31-05-jaistho.pdf,1331,jaistho,shri sushilkumar deb,swami vivekananda o karmajibon bedanto,5,UDB02605
3350,UDB-026-1330-31-05-jaistho.pdf,1331,jaistho,shri shahaji,dhani darindra shamasya o tahar shamadhaner upay,5,UDB02605
3351,UDB-026-1330-31-05-jaistho.pdf,1331,jaistho,shri nalini ranjan sen b a bi ti,swadesh prem,5,UDB02605
3352,UDB-026-1330-31-05-jaistho.pdf,1331,jaistho,shatyakam,baro o choto,5,UDB02605
3353,UDB-026-1330-31-05-jaistho.pdf,1331,jaistho,shri anjitnath sarkar,sonshar,5,UDB02605
3354,UDB-026-1330-31-05-jaistho.pdf,1331,jaistho,,madhukari,5,UDB02605
3355,UDB-026-1330-31-05-jaistho.pdf,1331,jaistho,shri girishchandra sarkar,adhar o alok,5,UDB02605
3356,UDB-026-1330-31-05-jaistho.pdf,1331,jaistho,,granth parichay,5,UDB02605
3357,UDB-026-1330-31-05-jaistho.pdf,1331,jaistho,,sangh barta,5,UDB02605
3358,UDB-026-1330-31-06-Ashar.pdf,1331,Ashar,,vivekananda praniti,6,UDB02606
3359,UDB-026-1330-31-06-Ashar.pdf,1331,Ashar,shri tarinishankar singho,shadna o tahar kram,6,UDB02606
3360,UDB-026-1330-31-06-Ashar.pdf,1331,Ashar,shri shahaji,matrabandana,6,UDB02606
3361,UDB-026-1330-31-06-Ashar.pdf,1331,Ashar,shri jatindramohan bandopadyay,jibon rahasya,6,UDB02606
3362,UDB-026-1330-31-06-Ashar.pdf,1331,Ashar,bigyani,tatyokotha,6,UDB02606
3363,UDB-026-1330-31-06-Ashar.pdf,1331,Ashar,shri nalini ranjan sen b a bi ti,swadesh prem,6,UDB02606
3364,UDB-026-1330-31-06-Ashar.pdf,1331,Ashar,shri nibaronchandra nandi,akhand baid,6,UDB02606
3365,UDB-026-1330-31-06-Ashar.pdf,1331,Ashar,shri ajithanath sarkar,sonshar,6,UDB02606
3366,UDB-026-1330-31-06-Ashar.pdf,1331,Ashar,swami arupanand,jogen ma,6,UDB02606
3367,UDB-026-1330-31-06-Ashar.pdf,1331,Ashar,,madhukari,6,UDB02606
3368,UDB-026-1330-31-06-Ashar.pdf,1331,Ashar,shri karnatkumar chaudhary,bhagini nibedita,6,UDB02606
3369,UDB-026-1330-31-06-Ashar.pdf,1331,Ashar,,granth parichay,6,UDB02606
3370,UDB-026-1330-31-06-Ashar.pdf,1331,Ashar,,sangh barta,6,UDB02606
3371,UDB-026-1330-31-07-Srabon.pdf,1331,Srabon,,shri ramkrishna janmo strotam,7,UDB02607
3372,UDB-026-1330-31-07-Srabon.pdf,1331,Srabon,shri tarinishankar singho,shadna o tahar kram,7,UDB02607
3373,UDB-026-1330-31-07-Srabon.pdf,1331,Srabon,shri jatindramohan bandopadyay,jibon rahasya,7,UDB02607
3374,UDB-026-1330-31-07-Srabon.pdf,1331,Srabon,swami shidhanand,latumaharajer sonkhipto jiboni,7,UDB02607
3375,UDB-026-1330-31-07-Srabon.pdf,1331,Srabon,shri mahendranath datta,shri mad swami vivekanander jiboner koikati ghatnabali,7,UDB02607
3376,UDB-026-1330-31-07-Srabon.pdf,1331,Srabon,shri brajendralal goswami,desher dukho,7,UDB02607
3377,UDB-026-1330-31-07-Srabon.pdf,1331,Srabon,shri shahaji,dhani daridra samasya o tahar shamadhaner upay,7,UDB02607
3378,UDB-026-1330-31-07-Srabon.pdf,1331,Srabon,shri biharilal sharkar,katipay darshaner sonkhipto bibaran,7,UDB02607
3379,UDB-026-1330-31-07-Srabon.pdf,1331,Srabon,swami chandreshranand,brathdharinir mahamilan,7,UDB02607
3380,UDB-026-1330-31-07-Srabon.pdf,1331,Srabon,,madhukari,7,UDB02607
3381,UDB-026-1330-31-07-Srabon.pdf,1331,Srabon,,granth parichay,7,UDB02607
3382,UDB-026-1330-31-08-vadro.pdf,1331,vadro,,shri shri mayer kotha,8,UDB02608
3383,UDB-026-1330-31-08-vadro.pdf,1331,vadro,shri tarinishankar singho,shadhna o tahar kram,8,UDB02608
3384,UDB-026-1330-31-08-vadro.pdf,1331,vadro,shri mahendranath datta,shrimad swami vivekanander jiboner koikati ghatnabali,8,UDB02608
3385,UDB-026-1330-31-08-vadro.pdf,1331,vadro,swami shidhanand,latumaharajer shonkhipto jibani,8,UDB02608
3386,UDB-026-1330-31-08-vadro.pdf,1331,vadro,shri akhyakumar rai,shukher shandhan,8,UDB02608
3387,UDB-026-1330-31-08-vadro.pdf,1331,vadro,shri anjitnath sarkar,sonshar,8,UDB02608
3388,UDB-026-1330-31-08-vadro.pdf,1331,vadro,shri biharilal sarkar,katipay darshaner songkhipto bibaran,8,UDB02608
3389,UDB-026-1330-31-08-vadro.pdf,1331,vadro,shri vivekananda mukhopadhyay,shayanno chinta,8,UDB02608
3390,UDB-026-1330-31-08-vadro.pdf,1331,vadro,,madhukari,8,UDB02608
3391,UDB-026-1330-31-08-vadro.pdf,1331,vadro,shri bimlacharan bandopadyay,karma,8,UDB02608
3392,UDB-026-1330-31-08-vadro.pdf,1331,vadro,shrimati niharika debi,nibedita,8,UDB02608
3393,UDB-026-1330-31-08-vadro.pdf,1331,vadro,,granth parichay,8,UDB02608
3394,UDB-026-1330-31-08-vadro.pdf,1331,vadro,,sangh barta,8,UDB02608
3395,UDB-026-1330-31-09-Ashyeen.pdf,1331,Ashyeen,shri vivekananda mukhopadhyay,ahaban,9,UDB02609
3396,UDB-026-1330-31-09-Ashyeen.pdf,1331,Ashyeen,,shri shri mayer kotha,9,UDB02609
3397,UDB-026-1330-31-09-Ashyeen.pdf,1331,Ashyeen,doctor shri durgaprasad ghosh b a m a,chandi,9,UDB02609
3398,UDB-026-1330-31-09-Ashyeen.pdf,1331,Ashyeen,shri sudhichandra chaki,kamakhya kut,9,UDB02609
3399,UDB-026-1330-31-09-Ashyeen.pdf,1331,Ashyeen,swami shidhanand,latumaharajer songkhipto jibani,9,UDB02609
3400,UDB-026-1330-31-09-Ashyeen.pdf,1331,Ashyeen,shri anjitnath sarkar,sonshar,9,UDB02609
3401,UDB-026-1330-31-09-Ashyeen.pdf,1331,Ashyeen,adhyapak doctor bidhubhushan rai msc dsp,prabashir patranksh,9,UDB02609
3402,UDB-026-1330-31-09-Ashyeen.pdf,1331,Ashyeen,,madhukari,9,UDB02609
3403,UDB-026-1330-31-09-Ashyeen.pdf,1331,Ashyeen,,granth parichay,9,UDB02609
3404,UDB-026-1330-31-09-Ashyeen.pdf,1331,Ashyeen,,sangh barta,9,UDB02609
3405,UDB-026-1330-31-10-Kartik.pdf,1331,Kartik,,shri shri mayer kotha,10,UDB02610
3406,UDB-026-1330-31-10-Kartik.pdf,1331,Kartik,swami shidhanand,latumaharajer songkhipto jibani,10,UDB02610
3407,UDB-026-1330-31-10-Kartik.pdf,1331,Kartik,shri anjitnath sarkar,sonshar,10,UDB02610
3408,UDB-026-1330-31-10-Kartik.pdf,1331,Kartik,swami basudebanand,songit,10,UDB02610
3409,UDB-026-1330-31-10-Kartik.pdf,1331,Kartik,,madhukari,10,UDB02610
3410,UDB-026-1330-31-10-Kartik.pdf,1331,Kartik,adyapak doctor bidhubhushan rai msc dsp,prabashir patranksh,10,UDB02610
3411,UDB-026-1330-31-10-Kartik.pdf,1331,Kartik,,pushpak parichay,10,UDB02610
3412,UDB-026-1330-31-10-Kartik.pdf,1331,Kartik,,sangh barta,10,UDB02610
3413,UDB-026-1330-31-11-Agrahayan.pdf,1331,Agrahayan,,shri shri mayer kotha,11,UDB02611
3414,UDB-026-1330-31-11-Agrahayan.pdf,1331,Agrahayan,swami keshbanand,prakrit swadhinta,11,UDB02611
3415,UDB-026-1330-31-11-Agrahayan.pdf,1331,Agrahayan,swami shidhanand,latumaharajer sonkhipto jibani,11,UDB02611
3416,UDB-026-1330-31-11-Agrahayan.pdf,1331,Agrahayan,swami bijyanand,pathnirdesh,11,UDB02611
3417,UDB-026-1330-31-11-Agrahayan.pdf,1331,Agrahayan,adyapak doctor bidhubhushan rai msc dsp,prabashir patranksh,11,UDB02611
3418,UDB-026-1330-31-11-Agrahayan.pdf,1331,Agrahayan,shri niharika debi,maa,11,UDB02611
3419,UDB-026-1330-31-11-Agrahayan.pdf,1331,Agrahayan,,madhukari,11,UDB02611
3420,UDB-026-1330-31-11-Agrahayan.pdf,1331,Agrahayan,shri malinabala dashi,kalpana,11,UDB02611
3421,UDB-026-1330-31-11-Agrahayan.pdf,1331,Agrahayan,,granth parichay,11,UDB02611
3422,UDB-026-1330-31-11-Agrahayan.pdf,1331,Agrahayan,,sangh barta,11,UDB02611
3423,UDB-026-1330-31-12-Poush.pdf,1331,Poush,,shri shri mayer kotha,12,UDB02612
3424,UDB-026-1330-31-12-Poush.pdf,1331,Poush,shri vivekananda mukhopadhyay,bandhan bhiti,12,UDB02612
3425,UDB-026-1330-31-12-Poush.pdf,1331,Poush,brahmachari dyanchaitanya,jar bigyane mayabad,12,UDB02612
3426,UDB-026-1330-31-12-Poush.pdf,1331,Poush,omar khoiyam,shankya dorshan,12,UDB02612
3427,UDB-026-1330-31-12-Poush.pdf,1331,Poush,shri kanailal pal ma bl,aristotal o atma,12,UDB02612
3428,UDB-026-1330-31-12-Poush.pdf,1331,Poush,,madhukari,12,UDB02612
3429,UDB-026-1330-31-12-Poush.pdf,1331,Poush,shri dijendrakumar pramanik,bhog o tyag,12,UDB02612
3430,UDB-026-1330-31-12-Poush.pdf,1331,Poush,,pushpak parichay,12,UDB02612
3431,UDB-026-1330-31-12-Poush.pdf,1331,Poush,,sangh barta,12,UDB02612
3432,UDB-027-1331-32-01-Magh.pdf,1331,Magh,shri sushilkumar deb,chakra prabartan,1,UDB02701
3433,UDB-027-1331-32-01-Magh.pdf,1331,Magh,,shri shri mayer kotha,1,UDB02701
3434,UDB-027-1331-32-01-Magh.pdf,1331,Magh,brahmachari dyanchaitanya,ramkrishna vivekananda o sharbobhowmik bedanto,1,UDB02701
3435,UDB-027-1331-32-01-Magh.pdf,1331,Magh,omar khoiyam,shankya dorshon,1,UDB02701
3436,UDB-027-1331-32-01-Magh.pdf,1331,Magh,shri shahaji,vivekananda tatyo bichar,1,UDB02701
3437,UDB-027-1331-32-01-Magh.pdf,1331,Magh,shri kanailal pal ma bl,aristel o atma,1,UDB02701
3438,UDB-027-1331-32-01-Magh.pdf,1331,Magh,swami arupanand,shri shri golapmata,1,UDB02701
3439,UDB-027-1331-32-01-Magh.pdf,1331,Magh,,madhukari,1,UDB02701
3440,UDB-027-1331-32-01-Magh.pdf,1331,Magh,shri girijashankar raichaudhary,pustak parichay,1,UDB02701
3441,UDB-027-1331-32-01-Magh.pdf,1331,Magh,,sangh barta,1,UDB02701
3442,UDB-027-1331-32-02-Falgoon.pdf,1331,Falgoon,swami ashitanand,shri ramkrishner sanyash,2,UDB02702
3443,UDB-027-1331-32-02-Falgoon.pdf,1331,Falgoon,,shri shri mayer kotha,2,UDB02702
3444,UDB-027-1331-32-02-Falgoon.pdf,1331,Falgoon,,swami turiyanander shahith kathopakthan,2,UDB02702
3445,UDB-027-1331-32-02-Falgoon.pdf,1331,Falgoon,omar khoiyam,shankhya dorshan,2,UDB02702
3446,UDB-027-1331-32-02-Falgoon.pdf,1331,Falgoon,shri jatindramohan bandopadyay,jibon rahasya,2,UDB02702
3447,UDB-027-1331-32-02-Falgoon.pdf,1331,Falgoon,,pushpak parichay,2,UDB02702
3448,UDB-027-1331-32-02-Falgoon.pdf,1331,Falgoon,,sangh barta,2,UDB02702
3449,UDB-027-1331-32-03-Chaitra.pdf,1331,Chaitra,,shri shri mayer kotha,3,UDB02703
3450,UDB-027-1331-32-03-Chaitra.pdf,1331,Chaitra,shri akhaykumar rai,brahmacharya shamporko mahatma gandhi,3,UDB02703
3451,UDB-027-1331-32-03-Chaitra.pdf,1331,Chaitra,swami basudebanand,songit,3,UDB02703
3452,UDB-027-1331-32-03-Chaitra.pdf,1331,Chaitra,shri kanailal pal ma bl,aristel o bajhojagath,3,UDB02703
3453,UDB-027-1331-32-03-Chaitra.pdf,1331,Chaitra,omar khoiyam,shankya darshan,3,UDB02703
3454,UDB-027-1331-32-03-Chaitra.pdf,1331,Chaitra,shri niradbarani debi saraswati,bhuture prem,3,UDB02703
3455,UDB-027-1331-32-03-Chaitra.pdf,1331,Chaitra,brahmachari dyanchaitanya,ramkrishna vivekananda o sharbobhowmik bedanto,3,UDB02703
3456,UDB-027-1331-32-03-Chaitra.pdf,1331,Chaitra,,madhukari,3,UDB02703
3457,UDB-027-1331-32-03-Chaitra.pdf,1331,Chaitra,,pushpak parichay,3,UDB02703
3458,UDB-027-1331-32-03-Chaitra.pdf,1331,Chaitra,,sangh barta,3,UDB02703
3459,UDB-027-1331-32-04-Boishakh.pdf,1332,Boishakh,shri shahaji,mrityu baran,4,UDB02704
3460,UDB-027-1331-32-04-Boishakh.pdf,1332,Boishakh,shri mahaji,nadi o pushkarini,4,UDB02704
3461,UDB-027-1331-32-04-Boishakh.pdf,1332,Boishakh,,shri shri mayer kotha,4,UDB02704
3462,UDB-027-1331-32-04-Boishakh.pdf,1332,Boishakh,,swami premanander updesh,4,UDB02704
3463,UDB-027-1331-32-04-Boishakh.pdf,1332,Boishakh,,swami turiyanander sahit kathopakthan,4,UDB02704
3464,UDB-027-1331-32-04-Boishakh.pdf,1332,Boishakh,basudebanand,shankyacharyagan shombondhe acharjya shankarer mahamat,4,UDB02704
3465,UDB-027-1331-32-04-Boishakh.pdf,1332,Boishakh,brahmachari dyanchaitanya,ramkrishna vivekananda o sharbobhowmik bedanto,4,UDB02704
3466,UDB-027-1331-32-04-Boishakh.pdf,1332,Boishakh,omar khoiyam,shankya darshan,4,UDB02704
3467,UDB-027-1331-32-04-Boishakh.pdf,1332,Boishakh,basudebanand,songit,4,UDB02704
3468,UDB-027-1331-32-04-Boishakh.pdf,1332,Boishakh,,madhukari,4,UDB02704
3469,UDB-027-1331-32-04-Boishakh.pdf,1332,Boishakh,,pushpak parichay,4,UDB02704
3470,UDB-027-1331-32-04-Boishakh.pdf,1332,Boishakh,,sangh barta,4,UDB02704
3471,UDB-027-1331-32-05-Jaistho.pdf,1332,Jaistho,shri sudhirchandra chaki,maha pran,5,UDB02705
3472,UDB-027-1331-32-05-Jaistho.pdf,1332,Jaistho,,shri shri mayer kotha,5,UDB02705
3473,UDB-027-1331-32-05-Jaistho.pdf,1332,Jaistho,omar khoiyam,shankhya dorshan,5,UDB02705
3474,UDB-027-1331-32-05-Jaistho.pdf,1332,Jaistho,basudebanand,shankyacharyagan shombondhe acharjya shankarer mahamat,5,UDB02705
3475,UDB-027-1331-32-05-Jaistho.pdf,1332,Jaistho,shri ramapati biswas,jibon rahasya shamalochana,5,UDB02705
3476,UDB-027-1331-32-05-Jaistho.pdf,1332,Jaistho,chandresharbanand,bangoshahitye swami vivekananda,5,UDB02705
3477,UDB-027-1331-32-05-Jaistho.pdf,1332,Jaistho,shri shahaji,ashprishowta nibaron proshonge shri chaitanyadeb o mahatma haridasher mandir gaman shamasya,5,UDB02705
3478,UDB-027-1331-32-05-Jaistho.pdf,1332,Jaistho,,madhukari,5,UDB02705
3479,UDB-027-1331-32-05-Jaistho.pdf,1332,Jaistho,shri vivekananda mukhopadhyay,anutap,5,UDB02705
3480,UDB-027-1331-32-05-Jaistho.pdf,1332,Jaistho,abj,shamayer dan,5,UDB02705
3481,UDB-027-1331-32-05-Jaistho.pdf,1332,Jaistho,,pushpak parichay,5,UDB02705
3482,UDB-027-1331-32-05-Jaistho.pdf,1332,Jaistho,,sangh barta,5,UDB02705
3483,UDB-027-1331-32-06-Ashar.pdf,1332,Ashar,shrim,shri shri ramkrishna kothamrith,6,UDB02706
3484,UDB-027-1331-32-06-Ashar.pdf,1332,Ashar,shri vivekananda mukhopadhyay,bairagir jhuli,6,UDB02706
3485,UDB-027-1331-32-06-Ashar.pdf,1332,Ashar,,shri shri mayer kotha,6,UDB02706
3486,UDB-027-1331-32-06-Ashar.pdf,1332,Ashar,shri shahaji,ashprishowta nibaron proshonge shri chaitanyadeb o mahatma haridasher mandir gaman shamasya,6,UDB02706
3487,UDB-027-1331-32-06-Ashar.pdf,1332,Ashar,omar khoiyam,shankya dorshan,6,UDB02706
3488,UDB-027-1331-32-06-Ashar.pdf,1332,Ashar,basudebanand,shankyacharyagan shombondhe acharjya shankarer mahatma,6,UDB02706
3489,UDB-027-1331-32-06-Ashar.pdf,1332,Ashar,shri sharshilal sarkar,bhartiye shabyata o shri ramkrishna,6,UDB02706
3490,UDB-027-1331-32-06-Ashar.pdf,1332,Ashar,,madhukari,6,UDB02706
3491,UDB-027-1331-32-06-Ashar.pdf,1332,Ashar,,shamalochana o pushpak parichay,6,UDB02706
3492,UDB-027-1331-32-06-Ashar.pdf,1332,Ashar,,sangh barta,6,UDB02706
3493,UDB-027-1331-32-07-Srabon.pdf,1332,Srabon,shrim,shri shri ramkrishna kothamrith,7,UDB02707
3494,UDB-027-1331-32-07-Srabon.pdf,1332,Srabon,shri satyendranath majumdar,deshbandhu chiranjan,7,UDB02707
3495,UDB-027-1331-32-07-Srabon.pdf,1332,Srabon,omar khoiyam,shankya dorshan,7,UDB02707
3496,UDB-027-1331-32-07-Srabon.pdf,1332,Srabon,basudebanand,shankyacharyagan shombondhe acharjya shankarer matamat swami turiyanander  sahit kathopakthan,7,UDB02707
3497,UDB-027-1331-32-07-Srabon.pdf,1332,Srabon,ashitanand,mukti,7,UDB02707
3498,UDB-027-1331-32-07-Srabon.pdf,1332,Srabon,abj,jagran,7,UDB02707
3499,UDB-027-1331-32-07-Srabon.pdf,1332,Srabon,,madhukari,7,UDB02707
3500,UDB-027-1331-32-07-Srabon.pdf,1332,Srabon,dyan chaitanya,shri ramkrishna o bedanto,7,UDB02707
3501,UDB-027-1331-32-07-Srabon.pdf,1332,Srabon,chandresharanand,bharoter jati dharma,7,UDB02707
3502,UDB-027-1331-32-07-Srabon.pdf,1332,Srabon,,probashir patranksh,7,UDB02707
3503,UDB-027-1331-32-07-Srabon.pdf,1332,Srabon,,shamalochana o pushpak parichay,7,UDB02707
3504,UDB-027-1331-32-07-Srabon.pdf,1332,Srabon,,sangh barta,7,UDB02707
3505,UDB-027-1331-32-08-Vadro.pdf,1332,Vadro,shri vivekananda mukhopadhyay,joban jagran,8,UDB02708
3506,UDB-027-1331-32-08-Vadro.pdf,1332,Vadro,shrimati,shri shri mayer kotha,8,UDB02708
3507,UDB-027-1331-32-08-Vadro.pdf,1332,Vadro,omar khoiyam,shankya dorshan,8,UDB02708
3508,UDB-027-1331-32-08-Vadro.pdf,1332,Vadro,shri mahendranath datta,gopaler maa,8,UDB02708
3509,UDB-027-1331-32-08-Vadro.pdf,1332,Vadro,basudebanand,shankyacharyagan shombondhe acharjya shankarer matamat,8,UDB02708
3510,UDB-027-1331-32-08-Vadro.pdf,1332,Vadro,dyanchaitanya,shri ramkrishna-mission o bedanto,8,UDB02708
3511,UDB-027-1331-32-08-Vadro.pdf,1332,Vadro,,deshpuja surendranath,8,UDB02708
3512,UDB-027-1331-32-08-Vadro.pdf,1332,Vadro,shri sharda dashi,ramkrishna bandana,8,UDB02708
3513,UDB-027-1331-32-08-Vadro.pdf,1332,Vadro,,madhukari,8,UDB02708
3514,UDB-027-1331-32-08-Vadro.pdf,1332,Vadro,,shamalochana o pushpak parichay,8,UDB02708
3515,UDB-027-1331-32-08-Vadro.pdf,1332,Vadro,,sangh barta,8,UDB02708
3516,UDB-027-1331-32-09-Ashyeen.pdf,1332,Ashyeen,,puja,9,UDB02709
3517,UDB-027-1331-32-09-Ashyeen.pdf,1332,Ashyeen,shrim,shri shri ramkrishna kothamrith,9,UDB02709
3518,UDB-027-1331-32-09-Ashyeen.pdf,1332,Ashyeen,omar khoiyam,shankya dorshan,9,UDB02709
3519,UDB-027-1331-32-09-Ashyeen.pdf,1332,Ashyeen,dyanchaitanya,shri ramkrishna o bedanto,9,UDB02709
3520,UDB-027-1331-32-09-Ashyeen.pdf,1332,Ashyeen,basudebanand,adwethobad,9,UDB02709
3521,UDB-027-1331-32-09-Ashyeen.pdf,1332,Ashyeen,shri khirodprasad,agmoni,9,UDB02709
3522,UDB-027-1331-32-09-Ashyeen.pdf,1332,Ashyeen,abaiktanand,jati shanghtak shri vivekananda,9,UDB02709
3523,UDB-027-1331-32-09-Ashyeen.pdf,1332,Ashyeen,shri khogendranath shikdar ma,bartaman hindu samaj o tahar abosthya,9,UDB02709
3524,UDB-027-1331-32-09-Ashyeen.pdf,1332,Ashyeen,,madhukari,9,UDB02709
3525,UDB-027-1331-32-09-Ashyeen.pdf,1332,Ashyeen,,shamalochana o pustak parichay,9,UDB02709
3526,UDB-027-1331-32-09-Ashyeen.pdf,1332,Ashyeen,,sangh barta,9,UDB02709
3527,UDB-027-1331-32-10-Kartik.pdf,1332,Kartik,shri sachindranath bandopadyay,bandhu,10,UDB02710
3528,UDB-027-1331-32-10-Kartik.pdf,1332,Kartik,shrimati,shri shri mayer kotha,10,UDB02710
3529,UDB-027-1331-32-10-Kartik.pdf,1332,Kartik,basudebanand,adwethobad,10,UDB02710
3530,UDB-027-1331-32-10-Kartik.pdf,1332,Kartik,abaiktanand,jati shanghtak shri vivekananda,10,UDB02710
3531,UDB-027-1331-32-10-Kartik.pdf,1332,Kartik,keshbanand,pallir kotha,10,UDB02710
3532,UDB-027-1331-32-10-Kartik.pdf,1332,Kartik,,bhatri ditiya,10,UDB02710
3533,UDB-027-1331-32-10-Kartik.pdf,1332,Kartik,shri radha,abhela,10,UDB02710
3534,UDB-027-1331-32-10-Kartik.pdf,1332,Kartik,,madhukari,10,UDB02710
3535,UDB-027-1331-32-10-Kartik.pdf,1332,Kartik,shri pramakhnath,guru,10,UDB02710
3536,UDB-027-1331-32-10-Kartik.pdf,1332,Kartik,,shri brahmanander updesh,10,UDB02710
3537,UDB-027-1331-32-10-Kartik.pdf,1332,Kartik,,shamalochana o pushpak parichay,10,UDB02710
