id,bookname_ws,bookyear_i,bookmonth_txt_en_split,author_txt_en_split,subject_txt_en_split,booknumber_i,
3538,UDB-027-1331-32-10-Kartik.pdf,1332,Kartik,,sangh barta,10,UDB02710
3539,UDB-027-1331-32-11-Agrahayan.pdf,1332,Agrahayan,shri suresh biswas,bandana,11,UDB02711
3540,UDB-027-1331-32-11-Agrahayan.pdf,1332,Agrahayan,,swami premanander updesh,11,UDB02711
3541,UDB-027-1331-32-11-Agrahayan.pdf,1332,Agrahayan,shri,swami premanander kotha,11,UDB02711
3542,UDB-027-1331-32-11-Agrahayan.pdf,1332,Agrahayan,shri vivekananda mukhopadhyay,nari nirjatan,11,UDB02711
3543,UDB-027-1331-32-11-Agrahayan.pdf,1332,Agrahayan,shri labayakumar chakraborty,premanand smiti,11,UDB02711
3544,UDB-027-1331-32-11-Agrahayan.pdf,1332,Agrahayan,abaiktanand,jati shanghtak shri vivekananda,11,UDB02711
3545,UDB-027-1331-32-11-Agrahayan.pdf,1332,Agrahayan,,madhukari,11,UDB02711
3546,UDB-027-1331-32-11-Agrahayan.pdf,1332,Agrahayan,shri,shator puja,11,UDB02711
3547,UDB-027-1331-32-11-Agrahayan.pdf,1332,Agrahayan,,shamalochana o pustak parichay,11,UDB02711
3548,UDB-027-1331-32-11-Agrahayan.pdf,1332,Agrahayan,,nibedan,11,UDB02711
3549,UDB-027-1331-32-11-Agrahayan.pdf,1332,Agrahayan,,shri ramkrishna bidyapith o datbya oshadhlay,11,UDB02711
3550,UDB-027-1331-32-11-Agrahayan.pdf,1332,Agrahayan,,sangh barta,11,UDB02711
3551,UDB-027-1331-32-12-Poush.pdf,1332,Poush,shri amulyakrishna ghosh,ardhya,12,UDB02712
3552,UDB-027-1331-32-12-Poush.pdf,1332,Poush,,shri shri mayer kotha,12,UDB02712
3553,UDB-027-1331-32-12-Poush.pdf,1332,Poush,basudebanand,adwethobad,12,UDB02712
3554,UDB-027-1331-32-12-Poush.pdf,1332,Poush,shri jatindramohan bandopadyay,sahitya rashtatya,12,UDB02712
3555,UDB-027-1331-32-12-Poush.pdf,1332,Poush,achutanand,jugdharma shri shri maa,12,UDB02712
3556,UDB-027-1331-32-12-Poush.pdf,1332,Poush,abaiktanand,jati shanghtak shri vivekananda,12,UDB02712
3557,UDB-027-1331-32-12-Poush.pdf,1332,Poush,,swami brahmanander updesh,12,UDB02712
3558,UDB-027-1331-32-12-Poush.pdf,1332,Poush,,madhukari,12,UDB02712
3559,UDB-027-1331-32-12-Poush.pdf,1332,Poush,,shamalochana o pustak parichay,12,UDB02712
3560,UDB-027-1331-32-12-Poush.pdf,1332,Poush,,sangh barta,12,UDB02712
3561,UDB-028-1332-33-01-Magh.pdf,1332,Magh,shri jagodindu bagchi,udbodan,1,UDB02801
3562,UDB-028-1332-33-01-Magh.pdf,1332,Magh,vivekananda,swami vivekanander patro,1,UDB02801
3563,UDB-028-1332-33-01-Magh.pdf,1332,Magh,shri kaliranjan lahiri,bharatiye dharma vivekananda,1,UDB02801
3564,UDB-028-1332-33-01-Magh.pdf,1332,Magh,shri jagodindu,vivek bandana,1,UDB02801
3565,UDB-028-1332-33-01-Magh.pdf,1332,Magh,shri rajendranath ghosh,shudrer brahmabidyay adhikar bichar,1,UDB02801
3566,UDB-028-1332-33-01-Magh.pdf,1332,Magh,shri suren rai,omar prashad,1,UDB02801
3567,UDB-028-1332-33-01-Magh.pdf,1332,Magh,shri shivchandra datta m a,jigyasha,1,UDB02801
3568,UDB-028-1332-33-01-Magh.pdf,1332,Magh,nikhilanand,prathibir shanti shamashya bharoter daan,1,UDB02801
3569,UDB-028-1332-33-01-Magh.pdf,1332,Magh,basudebanand,jagat karon ishwarkrishna o shankar,1,UDB02801
3570,UDB-028-1332-33-01-Magh.pdf,1332,Magh,shri bhumanand,tucha kotha,1,UDB02801
3571,UDB-028-1332-33-01-Magh.pdf,1332,Magh,shri indubhushan chattopadhay,swami vivekananda o tahar bani,1,UDB02801
3572,UDB-028-1332-33-01-Magh.pdf,1332,Magh,shri arindrajingo mukhopadhyay,vivekananda,1,UDB02801
3573,UDB-028-1332-33-01-Magh.pdf,1332,Magh,dhruv,gyan shod,1,UDB02801
3574,UDB-028-1332-33-01-Magh.pdf,1332,Magh,,sangh barta,1,UDB02801
3575,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,doctor shashibhusan ghosh,shri ramkrishna deb,2,UDB02802
3576,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,shri rajendranath ghosh,shudrer brahmabidyay adhikar bichar,2,UDB02802
3577,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,shri kaliranjan lahiri,bharotiye dharma vivekananda,2,UDB02802
3578,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,shri suren rai,omar prashad,2,UDB02802
3579,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,shri bhujangodhar rai chaudhary,anathapoore,2,UDB02802
3580,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,basudebanand,jagat karon ishwarkrishna o shankar,2,UDB02802
3581,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,shri,bhai larensh,2,UDB02802
3582,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,,kotha proshonge,2,UDB02802
3583,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,,madhukari,2,UDB02802
3584,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,shri pyarimohan sengupta,dukhanand,2,UDB02802
3585,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,,shangokotha,2,UDB02802
3586,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,,shamalochana,2,UDB02802
3587,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,,mimangsha,2,UDB02802
3588,UDB-028-1332-33-02-Falgoon.pdf,1332,Falgoon,,sangh barta,2,UDB02802
3589,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,,swami premanand,3,UDB02803
3590,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,omar,prakratilin,3,UDB02803
3591,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,shri rajendranath ghosh,shudrer brahmabidyay adhikar bichar,3,UDB02803
3592,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,shri suren rai,omar prashad,3,UDB02803
3593,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,basudebanand,jagat karon ishwarkrishna o shankar,3,UDB02803
3594,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,shri purnanand basu,jigyasha,3,UDB02803
3595,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,shri vivekananda mukhopadhyay,dashkhat diyachi ki charone tomar?,3,UDB02803
3596,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,gyaneshwaranand,mormer kotha,3,UDB02803
3597,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,,kotha proshonge,3,UDB02803
3598,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,chandreshwranand,jati dharmer ekambikash,3,UDB02803
3599,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,shhri niharika debi,sheet,3,UDB02803
3600,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,shri raman chandra bhattacharya,shri ramkrishner missioner bhawishyat,3,UDB02803
3601,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,ashitanand,shakli jano,3,UDB02803
3602,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,shri,bhai larensh,3,UDB02803
3603,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,,madhukari,3,UDB02803
3604,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,,shamalochana,3,UDB02803
3605,UDB-028-1332-33-03-Chaitra.pdf,1332,Chaitra,,sangh barta,3,UDB02803
3606,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,,shri shri mayer kotha,4,UDB02804
3607,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,shri raman chandra bhattacharya b a,bodhshongoh janna o bishtar,4,UDB02804
3608,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,shri bhumanand,pratishtha shukari bishtha,4,UDB02804
3609,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,shri rajendranath ghosh,shudrer brahmabidyay adhikar bichar,4,UDB02804
3610,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,basudebanand,darshan bigyaner abhash,4,UDB02804
3611,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,shri niharika debi,eyi ki jibon,4,UDB02804
3612,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,janyeka grahika faridanand,mimangsha,4,UDB02804
3613,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,omar,pratham naam,4,UDB02804
3614,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,shri jyotirmoy ghosh,prabashir patro,4,UDB02804
3615,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,,kotha proshonge,4,UDB02804
3616,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,shri shubrahmanya,nishkam karma,4,UDB02804
3617,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,shri jatindramohan bandopadyay,shahitya,4,UDB02804
3618,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,shri purnochandra bandopadyay,vivekananda,4,UDB02804
3619,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,shri ramanand chattopadhay,madhukari,4,UDB02804
3620,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,,sangh barta,4,UDB02804
3621,UDB-028-1332-33-04-Baishakh.pdf,1333,Baishakh,,shamalochana,4,UDB02804
3622,UDB-028-1332-33-05-Joishtha.pdf,1333,Joishtha,shri vivekananda mukhopadhyay,brahmamuhurte,5,UDB02805
3623,UDB-028-1332-33-05-Joishtha.pdf,1333,Joishtha,,shri ramkrishna mission atit bartaman o bhawishyat,5,UDB02805
3624,UDB-028-1332-33-05-Joishtha.pdf,1333,Joishtha,,shri ramkrishna shongher udeshya,5,UDB02805
3625,UDB-028-1332-33-05-Joishtha.pdf,1333,Joishtha,,nabuger sanyash,5,UDB02805
3626,UDB-028-1332-33-05-Joishtha.pdf,1333,Joishtha,,kothaproshonge,5,UDB02805
3627,UDB-028-1332-33-05-Joishtha.pdf,1333,Joishtha,,sangh barta,5,UDB02805
3628,UDB-028-1332-33-05-Joishtha.pdf,1333,Joishtha,,hindu musalmaner milan sambhav ki,5,UDB02805
3629,UDB-028-1332-33-06-Ashar.pdf,1333,Ashar,,shri shri mayer kotha,6,UDB02806
3630,UDB-028-1332-33-06-Ashar.pdf,1333,Ashar,,ramkrishna mission,6,UDB02806
3631,UDB-028-1332-33-06-Ashar.pdf,1333,Ashar,swami kamaleshwaranand,rudradyayer parichay,6,UDB02806
3632,UDB-028-1332-33-06-Ashar.pdf,1333,Ashar,shri pyarimohan sengupta,shaktikhipto,6,UDB02806
3633,UDB-028-1332-33-06-Ashar.pdf,1333,Ashar,,akash o tahar swapandan,6,UDB02806
3634,UDB-028-1332-33-06-Ashar.pdf,1333,Ashar,,kothaproshonge,6,UDB02806
3635,UDB-028-1332-33-06-Ashar.pdf,1333,Ashar,shri rajendranath ghosh,shudrer brahmabidyay adhikar bichar,6,UDB02806
3636,UDB-028-1332-33-06-Ashar.pdf,1333,Ashar,doctor shri sarshilal sarkar,palli shangathan,6,UDB02806
3637,UDB-028-1332-33-06-Ashar.pdf,1333,Ashar,shri shivchandra datta m a,swami vivekanander jibon o shikkhar prabhat,6,UDB02806
3638,UDB-028-1332-33-06-Ashar.pdf,1333,Ashar,,madhukari,6,UDB02806
3639,UDB-028-1332-33-06-Ashar.pdf,1333,Ashar,,jigyasha,6,UDB02806
3640,UDB-028-1332-33-06-Ashar.pdf,1333,Ashar,,shamalochana,6,UDB02806
3641,UDB-028-1332-33-06-Ashar.pdf,1333,Ashar,,sangh barta,6,UDB02806
3642,UDB-028-1332-33-07-Srabon.pdf,1333,Srabon,shri debendrakumar rao,swami vivekanander sahit kathopakthan,7,UDB02807
3643,UDB-028-1332-33-07-Srabon.pdf,1333,Srabon,chandreshwranand,budha gaya,7,UDB02807
3644,UDB-028-1332-33-07-Srabon.pdf,1333,Srabon,shri niharika debi,mrityu prashasti,7,UDB02807
3645,UDB-028-1332-33-07-Srabon.pdf,1333,Srabon,basudebanand,akasher mul dharna,7,UDB02807
3646,UDB-028-1332-33-07-Srabon.pdf,1333,Srabon,shri shudhirchandra chaki,kabyer swaroop,7,UDB02807
3647,UDB-028-1332-33-07-Srabon.pdf,1333,Srabon,,kothaproshonge,7,UDB02807
3648,UDB-028-1332-33-07-Srabon.pdf,1333,Srabon,shri rajendranath ghosh,shudrer brahmabidyay adhikar bichar,7,UDB02807
3649,UDB-028-1332-33-07-Srabon.pdf,1333,Srabon,doctor shri sarshilal sarkar,palli shangathan,7,UDB02807
3650,UDB-028-1332-33-07-Srabon.pdf,1333,Srabon,,shamalochana,7,UDB02807
3651,UDB-028-1332-33-08-Vadro.pdf,1333,Vadro,adhyapak shri radhagovind basak m a,budher janmo o parinirbabon,8,UDB02808
3652,UDB-028-1332-33-08-Vadro.pdf,1333,Vadro,shri shushebta debi,kanbhashan,8,UDB02808
3653,UDB-028-1332-33-08-Vadro.pdf,1333,Vadro,basudebanand,surjya kirith,8,UDB02808
3654,UDB-028-1332-33-08-Vadro.pdf,1333,Vadro,doctor shri sarshilal sarkar,palli shangathan,8,UDB02808
3655,UDB-028-1332-33-08-Vadro.pdf,1333,Vadro,shri rajendranath ghosh,shudrer brahmabidyay adhikar bichar,8,UDB02808
3656,UDB-028-1332-33-08-Vadro.pdf,1333,Vadro,bijyanand,dwand o mukti,8,UDB02808
3657,UDB-028-1332-33-08-Vadro.pdf,1333,Vadro,shri radharaman biswas,bhool,8,UDB02808
3658,UDB-028-1332-33-08-Vadro.pdf,1333,Vadro,,shamalochana,8,UDB02808
3659,UDB-028-1332-33-08-Vadro.pdf,1333,Vadro,,americay pracharkarjya,8,UDB02808
3660,UDB-028-1332-33-09-Ashyeen.pdf,1333,Ashyeen,shri vivekananda mukhopadhyay,ahaban,9,UDB02809
3661,UDB-028-1332-33-09-Ashyeen.pdf,1333,Ashyeen,,shri shri mayer kotha,9,UDB02809
3662,UDB-028-1332-33-09-Ashyeen.pdf,1333,Ashyeen,doctor shri durgaprasad ghosh b a m b,chandi,9,UDB02809
3663,UDB-028-1332-33-09-Ashyeen.pdf,1333,Ashyeen,shri shudhirchandra chaki,kamakhya kut,9,UDB02809
3664,UDB-028-1332-33-09-Ashyeen.pdf,1333,Ashyeen,swami shidhanand,latumaharajer shonkhipto jibani,9,UDB02809
3665,UDB-028-1332-33-09-Ashyeen.pdf,1333,Ashyeen,shri anjithnath sarkar,sonshar,9,UDB02809
3666,UDB-028-1332-33-09-Ashyeen.pdf,1333,Ashyeen,adhyapak doctor bidhubhushan rai m m c d s p,prabashir patranksh,9,UDB02809
3667,UDB-028-1332-33-09-Ashyeen.pdf,1333,Ashyeen,,madhukari,9,UDB02809
3668,UDB-028-1332-33-09-Ashyeen.pdf,1333,Ashyeen,,granth pustak,9,UDB02809
3669,UDB-028-1332-33-09-Ashyeen.pdf,1333,Ashyeen,,sangh barta,9,UDB02809
3670,UDB-028-1332-33-10-Kartik.pdf,1333,Kartik,,shri shri mayer kotha,10,UDB02810
3671,UDB-028-1332-33-10-Kartik.pdf,1333,Kartik,shri shidhanand,latumaharajer shonkhipto jibani,10,UDB02810
3672,UDB-028-1332-33-10-Kartik.pdf,1333,Kartik,shri anjithnath sarkar,sonshar,10,UDB02810
3673,UDB-028-1332-33-10-Kartik.pdf,1333,Kartik,swami basudebanand,songit,10,UDB02810
3674,UDB-028-1332-33-10-Kartik.pdf,1333,Kartik,,madhukari,10,UDB02810
3675,UDB-028-1332-33-10-Kartik.pdf,1333,Kartik,adhyapak doctor bidhubhushan rai m c d s p,prabashir patranksh,10,UDB02810
3676,UDB-028-1332-33-10-Kartik.pdf,1333,Kartik,,pustak parichay,10,UDB02810
3677,UDB-028-1332-33-10-Kartik.pdf,1333,Kartik,,sangh barta,10,UDB02810
3678,UDB-028-1332-33-11-Agrahayan.pdf,1333,Agrahayan,,shri shri mayer kotha,11,UDB02811
3679,UDB-028-1332-33-11-Agrahayan.pdf,1333,Agrahayan,swami keshbanand,prakrit swadhinta,11,UDB02811
3680,UDB-028-1332-33-11-Agrahayan.pdf,1333,Agrahayan,swami shidhanand,latumaharajer shonkhipto jibani,11,UDB02811
3681,UDB-028-1332-33-11-Agrahayan.pdf,1333,Agrahayan,swami bijyanand,pathanirdesh,11,UDB02811
3682,UDB-028-1332-33-11-Agrahayan.pdf,1333,Agrahayan,adhyapak doctor bidhubhushan rai m s c d s p,prabashir patranksh,11,UDB02811
3683,UDB-028-1332-33-11-Agrahayan.pdf,1333,Agrahayan,shri niharika debi,maa,11,UDB02811
3684,UDB-028-1332-33-11-Agrahayan.pdf,1333,Agrahayan,,madhukari,11,UDB02811
3685,UDB-028-1332-33-11-Agrahayan.pdf,1333,Agrahayan,shri malinabala dashi,kalpana,11,UDB02811
3686,UDB-028-1332-33-11-Agrahayan.pdf,1333,Agrahayan,,granth parichay,11,UDB02811
3687,UDB-028-1332-33-11-Agrahayan.pdf,1333,Agrahayan,,sangh barta,11,UDB02811
3688,UDB-028-1332-33-12-Poush.pdf,1333,Poush,,shri shri mayer kotha,12,UDB02812
3689,UDB-028-1332-33-12-Poush.pdf,1333,Poush,shri vivekananda mukhopadhyay,bandhan bhiti,12,UDB02812
3690,UDB-028-1332-33-12-Poush.pdf,1333,Poush,brahmachari dyanchaitanya,jad bigyan mayabad,12,UDB02812
3691,UDB-028-1332-33-12-Poush.pdf,1333,Poush,omar kheyam,shankya dorshan,12,UDB02812
3692,UDB-028-1332-33-12-Poush.pdf,1333,Poush,shri kanailal pal m a b l,aristel o atma,12,UDB02812
3693,UDB-028-1332-33-12-Poush.pdf,1333,Poush,,madhukari,12,UDB02812
3694,UDB-028-1332-33-12-Poush.pdf,1333,Poush,shri dbijendrakumar,pramanik bhog o tyag,12,UDB02812
3695,UDB-028-1332-33-12-Poush.pdf,1333,Poush,,pustak parichay,12,UDB02812
3696,UDB-028-1332-33-12-Poush.pdf,1333,Poush,,sangh barta,12,UDB02812
3697,UDB-029-1333-34-01-magh.pdf,1333,magh,,kothaproshonge,1,UDB02901
3698,UDB-029-1333-34-01-magh.pdf,1333,magh,gurudas burman,shri ramkrishna o debendranath,1,UDB02901
3699,UDB-029-1333-34-01-magh.pdf,1333,magh,brahmachari kumarchaitanya,jagrath,1,UDB02901
3700,UDB-029-1333-34-01-magh.pdf,1333,magh,doctor shri ambikacharan datta gupto civil surgeon,matratab o shishumangal,1,UDB02901
3701,UDB-029-1333-34-01-magh.pdf,1333,magh,shri vivekananda mukhopadhyay,sandhyatara,1,UDB02901
3702,UDB-029-1333-34-01-magh.pdf,1333,magh,shri mayabadi,bhakti,1,UDB02901
3703,UDB-029-1333-34-01-magh.pdf,1333,magh,shri shivchandra datta m a,jigyasha,1,UDB02901
3704,UDB-029-1333-34-01-magh.pdf,1333,magh,basudebanand,shri nibarkrito dwetadweto darshonbhasham,1,UDB02901
3705,UDB-029-1333-34-01-magh.pdf,1333,magh,shri balai debsharma,swami vivekanander jibon dharma,1,UDB02901
3706,UDB-029-1333-34-01-magh.pdf,1333,magh,shri shivchandra datta m a,bharoter jagraner upay,1,UDB02901
3707,UDB-029-1333-34-01-magh.pdf,1333,magh,shri shyamdas chattopadhay,ishwarer aalo,1,UDB02901
3708,UDB-029-1333-34-01-magh.pdf,1333,magh,,shamalochana,1,UDB02901
3709,UDB-029-1333-34-01-magh.pdf,1333,magh,,swami shardanand,1,UDB02901
3710,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,,kothaproshonge,2,UDB02902
3711,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,shri durgacharon chattopadhay,prithivir prati surjya,2,UDB02902
3712,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,gurudas burman,shri ramkrishna o debendranath,2,UDB02902
3713,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,shri bhabtosh basu,chinta kana,2,UDB02902
3714,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,brahmachari kumarchaitanya,jagrath,2,UDB02902
3715,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,shri mayabadi,bhakti,2,UDB02902
3716,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,chandresharanand,jatiye shikdar pran,2,UDB02902
3717,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,shri niharika debi,jagyobalko o moyetriei,2,UDB02902
3718,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,basudebanand,shri nimbakrito dwetadweto darshonbhasham,2,UDB02902
3719,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,shri vivekananda mukhopadhyay,shri ter batash,2,UDB02902
3720,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,shri durgapad mitra b a b s c,bishya,2,UDB02902
3721,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,adyapak shri rashmohan chakraborty,shashya rakhay arjyorishi o shastrakar,2,UDB02902
3722,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,shri balai debsharma,swami vivekanander jibon dharma,2,UDB02902
3723,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,,shamalochana,2,UDB02902
3724,UDB-029-1333-34-02-Falgoon.pdf,1333,Falgoon,,sangh barta,2,UDB02902
3725,UDB-029-1333-34-03-Chaitra.pdf,1333,Chaitra,,kothaproshonge,3,UDB02903
3726,UDB-029-1333-34-03-Chaitra.pdf,1333,Chaitra,gurudas burman,shri ramkrishna o debendranath,3,UDB02903
3727,UDB-029-1333-34-03-Chaitra.pdf,1333,Chaitra,swami nirlopanand,jagrath,3,UDB02903
3728,UDB-029-1333-34-03-Chaitra.pdf,1333,Chaitra,shri sudhirchandra chaki,kabi vivekananda,3,UDB02903
3729,UDB-029-1333-34-03-Chaitra.pdf,1333,Chaitra,shri mayabadi,bhakti,3,UDB02903
3730,UDB-029-1333-34-03-Chaitra.pdf,1333,Chaitra,basudebanand,shabhyatay barbartar beej,3,UDB02903
3731,UDB-029-1333-34-03-Chaitra.pdf,1333,Chaitra,shri gangagovinda rai,annasamashya o bartaman shikhapranali,3,UDB02903
3732,UDB-029-1333-34-03-Chaitra.pdf,1333,Chaitra,shri balai debsharma,swami vivekanander jibon dharma,3,UDB02903
3733,UDB-029-1333-34-03-Chaitra.pdf,1333,Chaitra,,swami prakashnand,3,UDB02903
3734,UDB-029-1333-34-03-Chaitra.pdf,1333,Chaitra,brahmachari priyachaitanya,mimangsha,3,UDB02903
3735,UDB-029-1333-34-03-Chaitra.pdf,1333,Chaitra,,shamalochana,3,UDB02903
3736,UDB-029-1333-34-03-Chaitra.pdf,1333,Chaitra,,sangh barta,3,UDB02903
3737,UDB-029-1333-34-04-Boishakh.pdf,1334,Boishakh,,kothaproshonge,4,UDB02904
3738,UDB-029-1333-34-04-Boishakh.pdf,1334,Boishakh,nattacharjya shri amritlal basu,shri shri nagmahashay,4,UDB02904
3739,UDB-029-1333-34-04-Boishakh.pdf,1334,Boishakh,basudebanand,shri nimbark shri bhaskar o shri shankar,4,UDB02904
3740,UDB-029-1333-34-04-Boishakh.pdf,1334,Boishakh,gurudas burman,shri ramkrishna o debendranath,4,UDB02904
3741,UDB-029-1333-34-04-Boishakh.pdf,1334,Boishakh,shri pramathnath bhattacharya,premer pariniti,4,UDB02904
3742,UDB-029-1333-34-04-Boishakh.pdf,1334,Boishakh,shri bhabtosh basu,bodhdharma,4,UDB02904
3743,UDB-029-1333-34-04-Boishakh.pdf,1334,Boishakh,shri jagodindu bagchi,vivek bandana,4,UDB02904
3744,UDB-029-1333-34-04-Boishakh.pdf,1334,Boishakh,swami nirlepanand,jagrath,4,UDB02904
3745,UDB-029-1333-34-04-Boishakh.pdf,1334,Boishakh,shri vivekananda mukhopadhyay,nishachar,4,UDB02904
3746,UDB-029-1333-34-04-Boishakh.pdf,1334,Boishakh,shri durgapad mitra ba bsc,niharika o nakhatrapunj,4,UDB02904
3747,UDB-029-1333-34-04-Boishakh.pdf,1334,Boishakh,,shamalochana,4,UDB02904
3748,UDB-029-1333-34-04-Boishakh.pdf,1334,Boishakh,,sangh barta,4,UDB02904
3749,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,,kothaproshonge,5,UDB02905
3750,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,kumari latika dashgupta,garb,5,UDB02905
3751,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,gurudas burman,shri ramkrishna o debendranath,5,UDB02905
3752,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,anubadak shri rabindranath mitra,nabin chiner jatiye shongit,5,UDB02905
3753,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,swami nirlepanand,jagrath,5,UDB02905
3754,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,basudebanand,atma,5,UDB02905
3755,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,adhyapak shri rashmohan chakraborty ma,tamash o kempish,5,UDB02905
3756,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,shadhnanad,bharatiye shamashyay jatibhed,5,UDB02905
3757,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,tyagisharanand,bhul,5,UDB02905
3758,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,shri jogendranath tarkotirtha,nabya bedanter shukho bichar,5,UDB02905
3759,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,basudebanand,shabhyatay barbartar beej,5,UDB02905
3760,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,,shamalochana,5,UDB02905
3761,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,,madhukari,5,UDB02905
3762,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,,sangh barta,5,UDB02905
3763,UDB-029-1333-34-05-Jaistho.pdf,1334,Jaistho,,prapti swikar,5,UDB02905
3764,UDB-029-1333-34-06-Ashar.pdf,1334,Ashar,,kothaproshonge,6,UDB02906
3765,UDB-029-1333-34-06-Ashar.pdf,1334,Ashar,chandresharanand sharma,nabya bedanter shukho bichar,6,UDB02906
3766,UDB-029-1333-34-06-Ashar.pdf,1334,Ashar,brahmachari akhaychaitanya,swami premanand,6,UDB02906
3767,UDB-029-1333-34-06-Ashar.pdf,1334,Ashar,swami nirlepanand,jagrath,6,UDB02906
3768,UDB-029-1333-34-06-Ashar.pdf,1334,Ashar,shri kanailal ghosh,swamiji,6,UDB02906
3769,UDB-029-1333-34-06-Ashar.pdf,1334,Ashar,adhyapak shri rashmohan chakraborty ma,tomas aa kampish,6,UDB02906
3770,UDB-029-1333-34-06-Ashar.pdf,1334,Ashar,shidhanand,shatkotha,6,UDB02906
3771,UDB-029-1333-34-06-Ashar.pdf,1334,Ashar,shri vivekananda mukhopadhyay,shunya,6,UDB02906
3772,UDB-029-1333-34-06-Ashar.pdf,1334,Ashar,basudebanand,shabhyatay barbartar beej,6,UDB02906
3773,UDB-029-1333-34-06-Ashar.pdf,1334,Ashar,shadhnanad,bharatiye shamashyay jatibhed,6,UDB02906
3774,UDB-029-1333-34-06-Ashar.pdf,1334,Ashar,,shamalochana,6,UDB02906
3775,UDB-029-1333-34-06-Ashar.pdf,1334,Ashar,,sangh barta,6,UDB02906
