id,bookname_ws,bookyear_i,bookmonth_txt_en_split,author_txt_en_split,subject_txt_en_split,booknumber_i
698,UDB-006-1310-11-06-01-Magh.pdf,1310,magh,,shamajik chobi,1
699,UDB-006-1310-11-06-01-Magh.pdf,1310,magh,"shri anathnath palith m, a",tarit rahasya,1
700,UDB-006-1310-11-06-01-Magh.pdf,1310,magh,doctor shri shashibhushan ghosh,bonge akalmrityu,1
701,UDB-006-1310-11-06-01-Magh.pdf,1310,magh,shri girish chandra ghosh,nischesta abostha,1
702,UDB-006-1310-11-06-01-Magh.pdf,1310,magh,,sabitri,1
703,UDB-006-1310-11-06-01-Magh.pdf,1310,magh,,brahma-jyoti,1
704,UDB-006-1310-11-06-01-Magh.pdf,1310,magh,,swami vivekanander janmotsav,1
705,UDB-006-1310-11-06-02-Magh.pdf,1310,magh,Shrima Kathito,Shri Shri Ramkrishna Kathamrito,2
706,UDB-006-1310-11-06-02-Magh.pdf,1310,magh,,gitatatya,2
707,UDB-006-1310-11-06-02-Magh.pdf,1310,magh,,americay bedanto,2
708,UDB-006-1310-11-06-03-Falgoon.pdf,1310,falgoon,shri anathnath palith,tarit rahasya,3
709,UDB-006-1310-11-06-03-Falgoon.pdf,1310,falgoon,shri rakhalkrishna ghosh,prabhubhakto kukkur,3
710,UDB-006-1310-11-06-03-Falgoon.pdf,1310,falgoon,Shrima Kathito,Shri Shri Ramkrishna Kathamrito,3
711,UDB-006-1310-11-06-03-Falgoon.pdf,1310,falgoon,,atmaspriha,3
712,UDB-006-1310-11-06-04-Falgoon.pdf,1310,falgoon,,parbbatidebir mandir,4
713,UDB-006-1310-11-06-04-Falgoon.pdf,1310,falgoon,swami sadananda,nutan japan,4
714,UDB-006-1310-11-06-04-Falgoon.pdf,1310,falgoon,,sabitri,4
715,UDB-006-1310-11-06-04-Falgoon.pdf,1310,falgoon,,ribhu-nidagh-songbad,4
716,UDB-006-1310-11-06-04-Falgoon.pdf,1310,falgoon,,swami vivekanander patra,4
717,UDB-006-1310-11-06-04-Falgoon.pdf,1310,falgoon,shri bigyanbhikhu,gyan,4
718,UDB-006-1310-11-06-04-Falgoon.pdf,1310,falgoon,Shrima Kathito,Shri Shri Ramkrishna Kathamrito,4
719,UDB-006-1310-11-06-04-Falgoon.pdf,1310,falgoon,,songbad o montabya,4
720,UDB-006-1310-11-06-04-Falgoon.pdf,1310,falgoon,,praptiswikar,4
721,UDB-006-1310-11-06-05-Chaitra.pdf,1310,chaitra,shri anathnath palith,tarit rahasya,5
722,UDB-006-1310-11-06-05-Chaitra.pdf,1310,chaitra,shri nikunjabihari mallik,uttarakhande gangotri o yamunotri,5
723,UDB-006-1310-11-06-05-Chaitra.pdf,1310,chaitra,Shrima Kathito,Shri Shri Ramkrishna Kathamrito,5
724,UDB-006-1310-11-06-05-Chaitra.pdf,1310,chaitra,,shri shri durga strotam,5
725,UDB-006-1310-11-06-05-Chaitra.pdf,1310,chaitra,,samagan,5
726,UDB-006-1310-11-06-05-Chaitra.pdf,1310,chaitra,,swamijir kotha,5
727,UDB-006-1310-11-06-05-Chaitra.pdf,1310,chaitra,,songbad  o montabya,5
728,UDB-006-1310-11-06-05-Chaitra.pdf,1310,chaitra,,praptiswikar,5
729,UDB-006-1310-11-06-05-Chaitra.pdf,1310,chaitra,,bishesh drashtabya,5
730,UDB-006-1310-11-06-06-Chaitra.pdf,1310,chaitra,,swamijir shahith dui charita din,6
731,UDB-006-1310-11-06-06-Chaitra.pdf,1310,chaitra,,ajamil o nammahatya,6
732,UDB-006-1310-11-06-06-Chaitra.pdf,1310,chaitra,,swami shisya songbad,6
733,UDB-006-1310-11-06-06-Chaitra.pdf,1310,chaitra,,mahakhobhkori dharmmashakti,6
734,UDB-006-1310-11-06-06-Chaitra.pdf,1310,chaitra,,songbad,6
735,UDB-006-1310-11-06-07-Baishakh.pdf,1311,baishakh,shri nikunjabihari mallik,uttarakhande gangotri o yamunotri,7
736,UDB-006-1310-11-06-07-Baishakh.pdf,1311,baishakh,Shrima Kathito,Shri Shri Ramkrishna Kathamrito,7
737,UDB-006-1310-11-06-07-Baishakh.pdf,1311,baishakh,,swami vivekanander patra,7
738,UDB-006-1310-11-06-07-Baishakh.pdf,1311,baishakh,,pandarpur tirtha,7
739,UDB-006-1310-11-06-07-Baishakh.pdf,1311,baishakh,,vivekanandashtakam,7
740,UDB-006-1310-11-06-07-Baishakh.pdf,1311,baishakh,,banganubad,7
741,UDB-006-1310-11-06-07-Baishakh.pdf,1311,baishakh,,songbad o montabya,7
742,UDB-006-1310-11-06-07-Baishakh.pdf,1311,baishakh,,bishesh drashtabya,7
743,UDB-006-1310-11-06-08-Baishakh.pdf,1311,baishakh,shri sarachchandra chakraborty,swami shisya songbad,8
744,UDB-006-1310-11-06-08-Baishakh.pdf,1311,baishakh,,bonge akalmrityu,8
745,UDB-006-1310-11-06-08-Baishakh.pdf,1311,baishakh,,rajputnar antargata khetrir maharajer abhinandanpatrer uttar,8
746,UDB-006-1310-11-06-08-Baishakh.pdf,1311,baishakh,shri mahendranath datta,palestine bhraman,8
747,UDB-006-1310-11-06-08-Baishakh.pdf,1311,baishakh,,sabitri,8
748,UDB-006-1310-11-06-08-Baishakh.pdf,1311,baishakh,,uponishader galpa,8
749,UDB-006-1310-11-06-08-Baishakh.pdf,1311,baishakh,,songbad o montabya,8
750,UDB-006-1310-11-06-08-Baishakh.pdf,1311,baishakh,,bishesh drashtabya,8
751,UDB-006-1310-11-06-09-Jaishtho.pdf,1311,jaishtho,shri haridas mitra,swamijir kotha,9
752,UDB-006-1310-11-06-09-Jaishtho.pdf,1311,jaishtho,,nutan japan,9
753,UDB-006-1310-11-06-09-Jaishtho.pdf,1311,jaishtho,Shrima Kathito,Shri Shri Ramkrishna Kathamrito,9
754,UDB-006-1310-11-06-09-Jaishtho.pdf,1311,jaishtho,,songbad o montabya,9
755,UDB-006-1310-11-06-10-Jaishtho.pdf,1311,jaishtho,swami ramkrishnananda,shrishriramanujcharit,10
756,UDB-006-1310-11-06-10-Jaishtho.pdf,1311,jaishtho,Swami Shuddhananada,jagat satya ki mithya,10
757,UDB-006-1310-11-06-10-Jaishtho.pdf,1311,jaishtho,shri sarachchandra chakraborty,swami shisya songbad,10
758,UDB-006-1310-11-06-10-Jaishtho.pdf,1311,jaishtho,,swami vivekanander patra,10
759,UDB-006-1310-11-06-10-Jaishtho.pdf,1311,jaishtho,,nachiketar brahmagyanlabh,10
760,UDB-006-1310-11-06-10-Jaishtho.pdf,1311,jaishtho,shri kiranchandra datta,atma nivedan,10
761,UDB-006-1310-11-06-10-Jaishtho.pdf,1311,jaishtho,,songbad o montabya,10
762,UDB-006-1310-11-06-11-Ashar.pdf,1311,ashar,Shrima Kathito,Shri Shri Ramkrishna Kathamrito,11
763,UDB-006-1310-11-06-11-Ashar.pdf,1311,ashar,,baranashi ramkrishna shevashram,11
764,UDB-006-1310-11-06-11-Ashar.pdf,1311,ashar,,songbad o montabya,11
765,UDB-006-1310-11-06-12-Ashar.pdf,1311,ashar,swami ramkrishnananda,shrishriramanujcharit,12
766,UDB-006-1310-11-06-12-Ashar.pdf,1311,ashar,sanyasi,raktakkho-gouridhwaj-milan,12
767,UDB-006-1310-11-06-12-Ashar.pdf,1311,ashar,shri rishikesh kanjilal,shristitatwa,12
768,UDB-006-1310-11-06-12-Ashar.pdf,1311,ashar,swami paramananda,gyanlabh,12
769,UDB-006-1310-11-06-12-Ashar.pdf,1311,ashar,swami sadananda,nutan japan,12
770,UDB-006-1310-11-06-12-Ashar.pdf,1311,ashar,,songbad o montabya,12
771,UDB-006-1310-11-06-12-Ashar.pdf,1311,ashar,,shamalochana,12
772,UDB-006-1310-11-06-12-Ashar.pdf,1311,ashar,shri debendranath sen,gangajal,12
773,UDB-006-1310-11-06-13-Srabon.pdf,1311,srabon,,gitatatya,13
774,UDB-006-1310-11-06-13-Srabon.pdf,1311,srabon,shrimati chandranani basu,tumi je amar,13
775,UDB-006-1310-11-06-13-Srabon.pdf,1311,srabon,shri nikunjabihari mallik,pampasarobar,13
776,UDB-006-1310-11-06-13-Srabon.pdf,1311,srabon,,swami vivekanander patra,13
777,UDB-006-1310-11-06-13-Srabon.pdf,1311,srabon,,pathghat parishkar rakhibar prastab,13
778,UDB-006-1310-11-06-13-Srabon.pdf,1311,srabon,,songbad o montabya,13
779,UDB-006-1310-11-06-13-Srabon.pdf,1311,srabon,,bishesh dristabya,13
780,UDB-006-1310-11-06-13-Srabon.pdf,1311,srabon,Shrima Kathito,Shri Shri Ramkrishna Kathamrito,13
781,UDB-006-1310-11-06-13-Srabon.pdf,1311,srabon,swami bodhananda,samaj o manushyatya,13
782,UDB-006-1310-11-06-13-Srabon.pdf,1311,srabon,shri haripad mitra,swamijir kotha,13
783,UDB-006-1310-11-06-14-Srabon.pdf,1311,srabon,shri haripad mitra,swamijir kotha,14
784,UDB-006-1310-11-06-14-Srabon.pdf,1311,srabon,swami prakashananda,shriramkrishna o jugdharmo,14
