book_id,book_name,book_month,book_year,book_number
UDB02307,UDB-023-1327-28-23-07-SRABON.pdf,srabon,1328,7
UDB02308,UDB-023-1327-28-23-08-VADRO.pdf,vadro,1328,8
UDB02309,UDB-023-1327-28-23-09-ASHYEEN.pdf,ashyeen,1328,9
UDB02310,UDB-023-1327-28-23-10-KARTIKK.pdf,kartikk,1328,10
UDB02311,UDB-023-1327-28-23-11-AGROHAWAN.pdf,agrohawan,1328,11
UDB02312,UDB-023-1327-28-23-12-POUSH.pdf,poush,1328,12
UDB02401,UDB-024-1328-29-24-01-MAGH.pdf,magh,1328,1
UDB02402,UDB-024-1328-29-24-02-FALGOON.pdf,falgoon,1328,2
UDB02403,UDB-024-1328-29-24-03-CHAITRA.pdf,chaitra,1328,3
UDB02404,UDB-024-1328-29-24-04-BAISHAKH.pdf,baishakh,1329,4
UDB02405,UDB-024-1328-29-24-05-JAISTHA.pdf,jaistha,1329,5
UDB02406,UDB-024-1328-29-24-06-ASHAR.pdf,ashar,1329,6
UDB02407,UDB-024-1328-29-24-07-SRABON.pdf,srabon,1329,7
UDB02408,UDB-024-1328-29-24-08-VADRO.pdf,vadro,1329,8
UDB02409,UDB-024-1328-29-24-09-ASHYEEN.pdf,ashyeen,1329,9
UDB02410,UDB-024-1328-29-24-010-KARTIKK.pdf,kartikk,1329,10
UDB02411,UDB-024-1328-29-24-011-AGROHAWAN.pdf,agrohawan,1329,11
UDB02412,UDB-024-1328-29-24-012-POUSH.pdf,poush,1329,12
UDB02501,UDB-025-1329-30-25-01-MAGH.pdf,magh,1329,1
UDB02502,UDB-025-1329-30-25-02-FALGOON.pdf,falgoon,1329,2
UDB02503,UDB-025-1329-30-25-03-CHAITRA.pdf,chaitra,1329,3
UDB02504,UDB-025-1329-30-25-04-BAISHAKH.pdf,baishakh,1330,4
UDB02505,UDB-025-1329-30-25-05-JAISTHA.pdf,jaistha,1330,5
UDB02506,UDB-025-1329-30-25-06-ASHAR.pdf,ashar,1330,6
UDB02507,UDB-025-1329-30-25-07-SRABON.pdf,srabon,1330,7
UDB02508,UDB-025-1329-30-25-08-VADRO.pdf,vadro,1330,8
UDB02509,UDB-025-1329-30-25-09-ASHYEEN.pdf,ashyeen,1330,9
UDB02510,UDB-025-1329-30-25-010-KARTIKK.pdf,kartikk,1330,10
UDB02511,UDB-025-1329-30-25-011-AGROHAWAN.pdf,agrohawan,1330,11
UDB02512,UDB-025-1329-30-25-012-POUSH.pdf,poush,1330,12
