id,bookname_ws,bookyear_i,bookmonth_txt_en_split,author_txt_en_split,subject_txt_en_split,booknumber_i
4300,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,Sri Shibananda,Nobo Borsher Ashirbad,1
4301,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,Upadhay Brohmmmobandhob,Sri Sri Ramkrishna,1
4302,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,Swami Sudhhananda,Udbodhoner Jibonoddeshha,1
4303,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,Swami Saradananda,Vede Sahitya-Sree,1
4304,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,Sri Ramananda Chattopadhyay,Bhogini Nibedita,1
4305,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,,Sorolota,1
4306,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,Chandreswarananda,Rohosyo Bhumi,1
4307,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,,Osti O Nasti,1
4308,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,Sri Birendrakumar Basu,Shikhhokder Proti Obhibhason,1
4309,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,,Prabhu O Das,1
4310,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,Sri Protibha Debi,Kurukhetro,1
4311,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,Sri Sorolabala Dasi,Dhormmer Bastobota,1
4312,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,,Das,1
4313,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,Sri Probhati Debi,Merry Magdalin,1
4314,UDB-031-1335-36-31-01-MAGH.pdf,1335,magh,,Kotha Prosonge,1
4315,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,,Kotha Prosonge,2
4316,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,,Ohonkar,2
4317,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,Sri Bolai Debsharma,Bijoyi Vivekananda,2
4318,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,Sri Kumudbondhu Sen,Bangla Sahityer Adorshho O Goti,2
4319,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,,Bangla Neta,2
4320,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,Sri Komolkishor Mukhopadhyay,"-Kotha kao, Kotha Kao-'",2
4321,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,Sri Ananthnath Mukhopadhyay,Shikkha O Dikkha,2
4322,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,Sri Amiyojibon Mukhopadhyay,Jagoroni,2
4323,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,,Swami Turionander Sohit Kothopokothon,2
4324,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,Sri Durgapada Mitra,Ontorale,2
4325,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,Basudebananda,Poranika,2
4326,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,Sri Sushilkumar Deb,Geetay Purushottombad,2
4327,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,,Somalochona,2
4328,UDB-031-1335-36-31-02-FALGOON.pdf,1335,falgoon,,Songho-Barta,2
4329,UDB-031-1335-36-31-03-CHAITRA.pdf,1335,chaitra,,Kotha Prosonge,3
4330,UDB-031-1335-36-31-03-CHAITRA.pdf,1335,chaitra,Upadhay Brohmmmobandhob,Ramakrishna-Kotha,3
4331,UDB-031-1335-36-31-03-CHAITRA.pdf,1335,chaitra,Chandreswarananda,Brahmmosomaj O Murtipuja,3
4332,UDB-031-1335-36-31-03-CHAITRA.pdf,1335,chaitra,Sri Komolkishor Mukhopadhyay,"-Kotha kao, Kotha Kao-'",3
4333,UDB-031-1335-36-31-03-CHAITRA.pdf,1335,chaitra,Sri Charuchandra Bandopadhyay,Seba O Sadhona,3
4334,UDB-031-1335-36-31-03-CHAITRA.pdf,1335,chaitra,Sri Kironchandra Dutta,"""Khela Mor Sango Holo""",3
4335,UDB-031-1335-36-31-03-CHAITRA.pdf,1335,chaitra,Basudebananda,Hindu Dorshon,3
4336,UDB-031-1335-36-31-03-CHAITRA.pdf,1335,chaitra,Sri Sudhirchandra Chaki,Sahitto-Jogot,3
4337,UDB-031-1335-36-31-03-CHAITRA.pdf,1335,chaitra,,Somalochona,3
4338,UDB-031-1335-36-31-03-CHAITRA.pdf,1335,chaitra,Srimoti Niharika Debi,Nachiketa,3
4339,UDB-031-1335-36-31-03-CHAITRA.pdf,1335,chaitra,,Abedon,3
4340,UDB-031-1335-36-31-03-CHAITRA.pdf,1335,chaitra,,Songho-Barta,3
4341,UDB-031-1335-36-31-04-BAISHAKH.pdf,1336,baishakh,,Kotha Prosonge,4
4342,UDB-031-1335-36-31-04-BAISHAKH.pdf,1336,baishakh,,Sri Sri Mayer Kotha,4
4343,UDB-031-1335-36-31-04-BAISHAKH.pdf,1336,baishakh,,Bedante Bangalir Probhab,4
4344,UDB-031-1335-36-31-04-BAISHAKH.pdf,1336,baishakh,Sri Komolkishor Mukhopadhyay,"-Kotha kao, Kotha Kao-'",4
4345,UDB-031-1335-36-31-04-BAISHAKH.pdf,1336,baishakh,Basudebananda,Hindu Dorshon,4
4346,UDB-031-1335-36-31-04-BAISHAKH.pdf,1336,baishakh,,Swami Turionander Sohit Kothopokothon,4
4347,UDB-031-1335-36-31-04-BAISHAKH.pdf,1336,baishakh,,Alok,4
4348,UDB-031-1335-36-31-04-BAISHAKH.pdf,1336,baishakh,,Sahityo-Jogot,4
4349,UDB-031-1335-36-31-04-BAISHAKH.pdf,1336,baishakh,,Dhormmo,4
4350,UDB-031-1335-36-31-04-BAISHAKH.pdf,1336,baishakh,,Songho-Barta,4
4351,UDB-031-1335-36-31-05-JAISTHA.pdf,1336,jaistha,Sri Okhondananda,Songher Proti,5
4352,UDB-031-1335-36-31-05-JAISTHA.pdf,1336,jaistha,,Kotha Prosonge,5
4353,UDB-031-1335-36-31-05-JAISTHA.pdf,1336,jaistha,Sri Rajendranath Ghosh,Bedante Bangalir Probhab,5
4354,UDB-031-1335-36-31-05-JAISTHA.pdf,1336,jaistha,Sri Komolkishor Mukhopadhyay,"-Kotha kao, Kotha Kao-'",5
4355,UDB-031-1335-36-31-05-JAISTHA.pdf,1336,jaistha,,Roma Rolar Chithi,5
4356,UDB-031-1335-36-31-05-JAISTHA.pdf,1336,jaistha,Sri Purnananda Basu ,Probashir Potrangsho,5
4357,UDB-031-1335-36-31-05-JAISTHA.pdf,1336,jaistha,,Banglar Prachin Jol Soroboraho Punorgothon,5
4358,UDB-031-1335-36-31-05-JAISTHA.pdf,1336,jaistha,Sri Bolai Debsharma,Sahityer Troyi,5
4359,UDB-031-1335-36-31-05-JAISTHA.pdf,1336,jaistha,Sri Ganeshchandra Dey,Dhormmo,5
4360,UDB-031-1335-36-31-05-JAISTHA.pdf,1336,jaistha,Sri Ashokananda Basu,Sahityo-Jogot,5
4361,UDB-031-1335-36-31-05-JAISTHA.pdf,1336,jaistha,,Alochona,5
4362,UDB-031-1335-36-31-05-JAISTHA.pdf,1336,jaistha,,Songho-Barta,5
4363,UDB-031-1335-36-31-06-ASHAR.pdf,1336,ashar,,Kotha Prosonge,6
4364,UDB-031-1335-36-31-06-ASHAR.pdf,1336,ashar,Sri Rajendranath Ghosh,Bedante Bangalir Probhab,6
4365,UDB-031-1335-36-31-06-ASHAR.pdf,1336,ashar,Sri Komolkishor Mukhopadhyay,"-Kotha kao, Kotha Kao-'",6
4366,UDB-031-1335-36-31-06-ASHAR.pdf,1336,ashar,Sri Durgapada Mitra,Einstein,6
4367,UDB-031-1335-36-31-06-ASHAR.pdf,1336,ashar,Sri Ganeshchandra Dey,Dhormmo,6
